ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
WMB,"WILLIAMS COMPANIES, INC.",2020-02-25,2020-03-10,2020-03-11,2020-06-11,0.2299,0.1131,0.1168,750090,3,0001209191-20-017897
MOS,MOSAIC CO,2020-03-09,2020-03-10,2020-03-11,2020-06-11,0.0812,0.1131,-0.0319,289060,3,0001243786-20-000032
LYB,LyondellBasell Industries N.V.,2020-02-28,2020-03-11,2020-03-12,2020-06-12,0.4238,0.0995,0.3244,529249,3,0001562180-20-002395
CFG,CITIZENS FINANCIAL GROUP INC/RI,2020-03-02,2020-03-12,2020-03-13,2020-06-15,0.0555,0.2552,-0.1998,213940,3,0000759944-20-000043
LYV,"Live Nation Entertainment, Inc.",2020-03-11,2020-03-12,2020-03-13,2020-06-15,0.1172,0.2552,-0.1381,1198206,3,0001335258-20-000046
CINF,CINCINNATI FINANCIAL CORP,2020-02-28,2020-03-13,2020-03-16,2020-06-16,-0.2053,0.1699,-0.3753,374341,3,0001562180-20-002462
LNC,LINCOLN NATIONAL CORP,2020-03-06,2020-03-13,2020-03-16,2020-06-16,1.0890,0.1699,0.9191,1205654,3,0001214659-20-002607
DOC,Physicians Realty Trust,2020-02-28,2020-03-13,2020-03-16,2020-06-16,0.1405,0.1699,-0.0294,246093,3,0001574540-20-000080
OKE,ONEOK INC /NEW/,2020-03-09,2020-03-13,2020-03-16,2020-06-16,0.4245,0.1699,0.2546,1775180,3,0001634099-20-000008
WFC,WELLS FARGO & COMPANY/MN,2020-02-28,2020-03-16,2020-03-17,2020-06-17,0.0524,0.3684,-0.3159,6008959,3,0001127602-20-010727
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2020-03-04,2020-03-16,2020-03-17,2020-06-17,0.6092,0.3684,0.2408,498203,3,0001567619-20-006467
LUMN,"CENTURYLINK, INC",2020-03-12,2020-03-16,2020-03-17,2020-06-17,0.0641,0.3684,-0.3043,460200,3,0001209191-20-019334
DOW,DOW INC.,2020-02-28,2020-03-16,2020-03-17,2020-06-17,0.6932,0.3684,0.3248,1381160,3,0001225208-20-005125
SPG,SIMON PROPERTY GROUP INC /DE/,2020-03-17,2020-03-18,2020-03-19,2020-06-19,0.5655,0.4010,0.1646,9419963,3,0001179110-20-003884
AMCR,Amcor plc,2020-03-16,2020-03-18,2020-03-19,2020-06-19,0.6174,0.4010,0.2164,1194595,3,0001179110-20-003878
LIN,LINDE PLC,2020-03-09,2020-03-19,2020-03-20,2020-06-22,0.3614,0.3597,0.0017,1924792,3,0001707925-20-000044
XOM,EXXON MOBIL CORP,2020-03-06,2020-03-19,2020-03-20,2020-06-22,0.3369,0.3597,-0.0229,2507299,3,0001127602-20-011408
AES,AES CORP,2020-03-13,2020-03-20,2020-03-23,2020-06-23,0.1914,0.4184,-0.2271,258908,3,0001127602-20-011580
BFH,ALLIANCE DATA SYSTEMS CORP,2020-03-19,2020-03-20,2020-03-23,2020-06-23,0.8119,0.4184,0.3935,549506,3,0001101215-20-000059
MGM,MGM Resorts International,2020-03-30,2020-03-31,2020-04-01,2020-07-01,0.5397,0.2298,0.3099,10084860,3,0001567619-20-007220
DRI,DARDEN RESTAURANTS INC,2020-04-23,2020-04-23,2020-04-24,2020-07-24,0.1241,0.1993,-0.0752,1949922,3,0001225208-20-006669
SYY,SYSCO CORP,2020-05-15,2020-05-19,2020-05-20,2020-08-20,0.1012,0.1692,-0.0680,101468668,3,0001209191-20-030701
HWM,Arconic Corp,2020-05-20,2020-05-22,2020-05-26,2020-08-26,0.3265,0.1630,0.1635,855180,3,0001790982-20-000139
COO,"COOPER COMPANIES, INC.",2020-06-11,2020-07-08,2020-07-09,2020-10-09,0.2704,0.1217,0.1487,808898,3,0001562180-20-005082
SRE,SEMPRA ENERGY,2020-08-07,2020-08-12,2020-08-13,2020-11-13,0.0086,0.0724,-0.0638,713172,3,0001771474-20-000088
CTVA,"Corteva, Inc.",2020-08-10,2020-08-12,2020-08-13,2020-11-13,0.3390,0.0724,0.2666,227172,3,0001209191-20-046387
IBM,INTERNATIONAL BUSINESS MACHINES CORP,2020-10-27,2020-10-29,2020-10-30,2021-02-01,0.1273,0.1854,-0.0581,1660342,3,0001562180-20-006447
RTX,RAYTHEON TECHNOLOGIES CORP,2020-10-28,2020-10-30,2020-11-02,2021-02-02,0.2304,0.2029,0.0274,3567242,3,0001225208-20-012822
FAST,FASTENAL CO,2021-01-21,2021-02-03,2021-02-04,2021-05-04,0.1417,0.1516,-0.0099,164134,3,0001179110-21-001138
HWM,Arconic Corp,2021-02-26,2021-03-01,2021-03-02,2021-06-02,0.2353,0.1137,0.1216,322146,3,0000004281-21-000060
CCI,CROWN CASTLE INTERNATIONAL CORP,2021-02-01,2021-03-02,2021-03-03,2021-06-03,0.2811,0.1200,0.1611,1800474,3,0001051470-21-000098
TDY,TELEDYNE TECHNOLOGIES INC,2021-02-22,2021-03-04,2021-03-05,2021-06-07,0.1306,0.1464,-0.0159,4842701,3,0001094285-21-000072
SPG,SIMON PROPERTY GROUP INC /DE/,2020-07-24,2021-03-22,2021-03-23,2021-06-23,0.1583,0.0711,0.0872,236585,3,0001179110-21-003677
DINO,HollyFrontier Corp,2021-05-07,2021-05-12,2021-05-13,2021-08-13,-0.1186,0.0698,-0.1885,713470,3,0001209191-21-032023
T,AT&T INC.,2021-05-18,2021-05-24,2021-05-25,2021-08-25,-0.0535,0.0367,-0.0902,4566868,3,0001127602-21-017873
DLTR,"DOLLAR TREE, INC.",2021-06-01,2021-06-10,2021-06-11,2021-09-13,-0.0957,0.0172,-0.1129,831523,3,0001127602-21-019617
SPG,SIMON PROPERTY GROUP INC /DE/,2021-07-23,2021-07-26,2021-07-27,2021-10-27,0.1738,0.0420,0.1318,95628,3,0001179110-21-007649
GPN,GLOBAL PAYMENTS INC,2021-08-05,2021-08-11,2021-08-12,2021-11-12,-0.2401,0.0372,-0.2773,800475,3,0001127602-21-023496
BALL,BALL Corp,2021-08-12,2021-08-17,2021-08-18,2021-11-18,0.0657,0.0496,0.0161,890594,3,0000009389-21-000133
FMC,FMC CORP,2021-08-24,2021-09-07,2021-09-08,2021-12-08,0.1281,0.0310,0.0972,362649,3,0001127602-21-024943
CMG,CHIPOTLE MEXICAN GRILL INC,2021-09-03,2021-09-08,2021-09-09,2021-12-09,-0.0882,0.0352,-0.1233,236131034,3,0000899243-21-035335
EVRG,"Evergy, Inc.",2021-09-23,2021-09-27,2021-09-28,2021-12-28,0.0813,0.0599,0.0214,3519001,3,0001127602-21-025856
INTC,INTEL CORP,2021-10-25,2021-10-26,2021-10-27,2022-01-27,0.0373,-0.0391,0.0764,1742100,3,0001127602-21-027635
D,"DOMINION ENERGY, INC",2021-11-10,2021-11-29,2021-11-30,2022-02-28,0.0789,-0.0155,0.0944,436648,3,0001225208-21-014164
FISV,FISERV INC,2021-11-01,2021-11-30,2021-12-01,2022-03-01,-0.0059,0.0039,-0.0098,3653980,3,0001209191-21-067120
PYPL,"PayPal Holdings, Inc.",2021-11-09,2021-12-06,2021-12-07,2022-03-07,-0.4723,-0.0243,-0.4480,2786518,3,0001633917-21-000187
KMI,"KINDER MORGAN, INC.",2021-12-08,2021-12-10,2021-12-13,2022-03-14,0.1264,-0.0678,0.1942,471950,3,0001506307-21-000116
INCY,INCYTE CORP,2021-12-15,2021-12-17,2021-12-20,2022-03-21,0.0232,-0.0018,0.0250,346668768,3,0001415889-21-006085
SPG,SIMON PROPERTY GROUP INC /DE/,2021-12-31,2022-01-04,2022-01-05,2022-04-05,-0.1687,-0.0338,-0.1350,114921,3,0001179110-22-000141
NEE,NEXTERA ENERGY INC,2022-01-27,2022-01-31,2022-02-01,2022-05-02,-0.0839,-0.0488,-0.0351,340548,3,0001062993-22-001843
BALL,BALL Corp,2022-02-28,2022-03-11,2022-03-14,2022-06-14,-0.2271,-0.0880,-0.1391,1264980,3,0001062993-22-007536
HBAN,HUNTINGTON BANCSHARES INC /MD/,2022-04-25,2022-04-28,2022-04-29,2022-07-29,-0.0248,-0.0402,0.0154,272872,3,0001225208-22-006228
WBD,"Warner Bros. Discovery, Inc.",2022-04-27,2022-04-28,2022-04-29,2022-07-29,-0.1639,-0.0402,-0.1238,2499738,3,0001437107-22-000146
GE,GENERAL ELECTRIC CO,2022-05-02,2022-05-03,2022-05-04,2022-08-04,-0.0462,-0.0099,-0.0363,5391756,3,0001062993-22-011431
CNC,CENTENE CORP,2022-04-28,2022-05-03,2022-05-04,2022-08-04,0.1449,-0.0099,0.1548,1734498,3,0001071739-22-000218
FISV,FISERV INC,2022-05-02,2022-05-04,2022-05-05,2022-08-05,0.0276,-0.0393,0.0669,32050102,3,0001418812-22-000025
BRO,"BROWN & BROWN, INC.",2022-05-03,2022-05-06,2022-05-09,2022-08-09,0.1264,0.0064,0.1200,867552,3,0001209191-22-027634
PARA,Paramount Global,2022-05-17,2022-05-18,2022-05-19,2022-08-19,0.0082,0.0838,-0.0757,62807252,3,0001387131-22-006265
FAST,FASTENAL CO,2022-05-19,2022-06-17,2022-06-21,2022-09-21,-0.0083,0.0589,-0.0672,133274,3,0001415889-22-006654
SPG,SIMON PROPERTY GROUP INC /DE/,2022-06-30,2022-07-05,2022-07-06,2022-10-06,-0.0087,0.0031,-0.0118,129673,3,0001415889-22-007264
CINF,CINCINNATI FINANCIAL CORP,2022-07-29,2022-08-05,2022-08-08,2022-11-08,0.0501,-0.0422,0.0923,246206,3,0001562180-22-005908
WBD,"Warner Bros. Discovery, Inc.",2022-08-08,2022-08-11,2022-08-12,2022-11-14,-0.1516,-0.0122,-0.1394,1288093,3,0001437107-22-000219
PVH,PVH CORP. /DE/,2022-09-06,2022-09-07,2022-09-08,2022-12-08,0.3239,0.0214,0.3025,1200156,3,0000078239-22-000115
FAST,FASTENAL CO,2022-09-13,2022-09-16,2022-09-19,2022-12-19,0.0196,0.0290,-0.0094,287350,3,0001415889-22-009695
SPG,SIMON PROPERTY GROUP INC /DE/,2022-09-30,2022-10-04,2022-10-05,2023-01-05,0.3020,0.0679,0.2340,135810,3,0001415889-22-010188
ALGN,ALIGN TECHNOLOGY INC,2022-11-02,2022-11-03,2022-11-04,2023-02-06,0.9064,0.1381,0.7683,2485106,3,0001209191-22-055543
LUMN,"Lumen Technologies, Inc.",2022-11-04,2022-11-08,2022-11-09,2023-02-09,-0.3668,0.0947,-0.4616,254445,3,0000018926-22-000050
VFC,V F CORP,2022-12-09,2022-12-15,2022-12-16,2023-03-16,-0.2150,-0.0211,-0.1939,1030580,3,0001127602-22-027517
NRG,"NRG ENERGY, INC.",2022-12-15,2022-12-16,2022-12-19,2023-03-20,0.0418,-0.0138,0.0556,1065745,3,0001225208-22-012867
SPG,SIMON PROPERTY GROUP INC /DE/,2022-12-30,2023-01-03,2023-01-04,2023-04-04,-0.0382,0.0383,-0.0765,142382,3,0001415889-23-000066
NEE,NEXTERA ENERGY INC,2023-02-06,2023-02-06,2023-02-07,2023-05-08,0.0086,-0.0439,0.0525,574473,3,0001062993-23-002302
CNC,CENTENE CORP,2023-02-08,2023-02-10,2023-02-13,2023-05-15,-0.0763,-0.0478,-0.0285,1487091,3,0001071739-23-000039
FIS,"Fidelity National Information Services, Inc.",2023-02-15,2023-02-17,2023-02-21,2023-05-22,-0.1682,-0.0395,-0.1288,450768,3,0001136893-23-000018
KDP,Keurig Dr Pepper Inc.,2023-02-27,2023-03-07,2023-03-08,2023-06-08,-0.0969,0.0086,-0.1054,3345960,3,0001209191-23-016903
SCHW,SCHWAB CHARLES CORP,2023-03-14,2023-03-14,2023-03-15,2023-06-15,-0.0462,0.0572,-0.1033,3912333,3,0001062993-23-006878
DOC,Physicians Realty Trust,2023-02-28,2023-03-14,2023-03-15,2023-06-15,-0.0102,0.0572,-0.0673,435673,3,0001574540-23-000099
WMB,"WILLIAMS COMPANIES, INC.",2023-03-14,2023-03-15,2023-03-16,2023-06-16,0.0981,0.0856,0.0124,359869,3,0001209191-23-018826
DVN,DEVON ENERGY CORP/DE,2023-02-17,2023-03-15,2023-03-16,2023-06-16,0.1411,0.0856,0.0554,2424313,3,0001127602-23-010302
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",2023-04-28,2023-05-03,2023-05-04,2023-08-04,0.7405,0.0803,0.6601,2046915,3,0000109380-23-000110
KEY,KEYCORP /NEW/,2023-04-21,2023-05-04,2023-05-05,2023-08-07,0.2160,0.0845,0.1315,857507,3,0000091576-23-000075
USB,US BANCORP \DE\,2023-04-21,2023-05-05,2023-05-08,2023-08-08,0.2158,0.0751,0.1407,1948688,3,0001225208-23-005474
LDOS,"Leidos Holdings, Inc.",2023-05-04,2023-05-08,2023-05-09,2023-08-09,0.2018,0.0710,0.1308,499895,3,0001628280-23-016452
TSN,"TYSON FOODS, INC.",2023-05-09,2023-05-12,2023-05-15,2023-08-15,0.1017,0.0774,0.0243,1075309,3,0000100493-23-000076
ALB,ALBEMARLE CORP,2023-05-05,2023-05-15,2023-05-16,2023-08-16,-0.0976,0.0563,-0.1540,1489774,3,0000915913-23-000125
AAP,ADVANCE AUTO PARTS INC,2023-06-07,2023-06-09,2023-06-12,2023-09-12,-0.0603,0.0259,-0.0862,700706,3,0001158449-23-000151
DG,DOLLAR GENERAL CORP,2023-06-05,2023-06-12,2023-06-13,2023-09-13,-0.1946,0.0176,-0.2121,1576666,3,0001062993-23-013342
SPG,SIMON PROPERTY GROUP INC /DE/,2023-06-30,2023-07-05,2023-07-06,2023-10-06,-0.1032,-0.0645,-0.0387,121620,3,0001415889-23-010674
ZBRA,ZEBRA TECHNOLOGIES CORP,2023-08-03,2023-08-07,2023-08-08,2023-11-08,-0.1641,-0.0728,-0.0913,1508453,3,0000877212-23-000131
AES,AES CORP,2023-08-08,2023-08-16,2023-08-17,2023-11-17,-0.0659,-0.0157,-0.0502,1240288,3,0001127602-23-022706
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",2018-03-20,2023-08-29,2023-08-30,2023-11-30,-0.0413,-0.0122,-0.0290,382574,3,0001062993-23-017223
NTRS,NORTHERN TRUST CORP,2023-10-23,2023-10-25,2023-10-26,2024-01-26,0.2992,0.1694,0.1299,1736268,3,0000073124-23-000190
EMR,EMERSON ELECTRIC CO,2023-11-08,2023-11-13,2023-11-14,2024-02-14,0.2121,0.1253,0.0868,983685,3,0000950170-23-062713
CTVA,"Corteva, Inc.",2023-11-13,2023-11-15,2023-11-16,2024-02-16,0.1620,0.1109,0.0511,229086,3,0001209191-23-055358
XRAY,DENTSPLY SIRONA Inc.,2023-11-20,2023-11-27,2023-11-28,2024-02-28,0.0617,0.1080,-0.0463,908400,3,0001127602-23-028291
CNP,CENTERPOINT ENERGY INC,2023-11-09,2023-11-29,2023-11-30,2024-02-29,-0.0074,0.1049,-0.1123,1413040,3,0001130310-23-000154
WBD,"Warner Bros. Discovery, Inc.",2023-12-14,2023-12-15,2023-12-18,2024-03-18,-0.3019,0.0538,-0.3557,374700000,3,0000950142-23-002996
SPG,SIMON PROPERTY GROUP INC /DE/,2023-12-29,2024-01-02,2024-01-03,2024-04-03,0.0738,0.0628,0.0110,129177,3,0001415889-24-000044
EG,"EVEREST GROUP, LTD.",2024-02-09,2024-02-12,2024-02-13,2024-05-13,0.0524,0.0414,0.0110,847548,3,0001851417-24-000002
VFC,V F CORP,2024-02-09,2024-02-27,2024-02-28,2024-05-28,-0.2074,0.0281,-0.2355,1514941,3,0001127602-24-007209
KDP,Keurig Dr Pepper Inc.,2024-03-05,2024-03-07,2024-03-08,2024-06-10,0.2001,-0.0037,0.2038,12499963,3,0001104659-24-032012
SPG,SIMON PROPERTY GROUP INC /DE/,2024-04-01,2024-04-02,2024-04-03,2024-07-03,0.0027,-0.0146,0.0173,134145,3,0001415889-24-009737
GL,GLOBE LIFE INC.,2024-04-24,2024-04-26,2024-04-29,2024-07-29,0.1898,0.0503,0.1396,430060,3,0001062993-24-008844
NSC,NORFOLK SOUTHERN CORP,2024-05-29,2024-05-31,2024-06-03,2024-09-03,0.1325,0.0675,0.0651,1619094,3,0001225208-24-006483
CRM,"Salesforce, Inc.",2024-06-03,2024-06-05,2024-06-06,2024-09-06,0.0344,0.0467,-0.0123,299390280,3,0001418812-24-000014
SPG,SIMON PROPERTY GROUP INC /DE/,2024-06-28,2024-07-02,2024-07-03,2024-10-03,0.1467,0.0955,0.0512,147617,3,0001415889-24-018764
LKQ,LKQ CORP,2024-07-26,2024-07-29,2024-07-30,2024-10-30,-0.0701,0.0573,-0.1273,500870,3,0001214659-24-013075
MGM,MGM Resorts International,2024-08-05,2024-08-06,2024-08-07,2024-11-07,0.0245,0.1168,-0.0924,7312197,3,0001127602-24-021723
SPG,SIMON PROPERTY GROUP INC /DE/,2024-09-30,2024-10-01,2024-10-02,2025-01-02,0.0355,-0.0185,0.0540,153080,3,0001415889-24-024162
NSC,NORFOLK SOUTHERN CORP,2024-12-11,2024-12-16,2024-12-17,2025-03-17,-0.0316,-0.0419,0.0104,236708,3,0001225208-24-010827
CNC,CENTENE CORP,2024-12-16,2024-12-17,2024-12-18,2025-03-18,0.0156,-0.0217,0.0373,709174,3,0001071739-24-000228
DOW,DOW INC.,2024-12-12,2024-12-17,2024-12-18,2025-03-18,-0.0582,-0.0217,-0.0366,1611795,3,0001751788-24-000179
SPG,SIMON PROPERTY GROUP INC /DE/,2024-12-30,2025-01-02,2025-01-03,2025-04-03,-0.0475,0.0096,-0.0572,158980,3,0001415889-25-000045
LW,"Lamb Weston Holdings, Inc.",2024-12-23,2025-01-14,2025-01-15,2025-04-15,-0.0907,-0.0575,-0.0331,575070,3,0001679273-25-000004
AMCR,Amcor plc,2025-02-10,2025-02-20,2025-02-21,2025-05-21,-0.1004,-0.0052,-0.0952,2403800,3,0001415889-25-004860
PCG,PG&E Corp,2025-02-20,2025-02-27,2025-02-28,2025-05-28,0.0674,0.0066,0.0608,171310,3,0001004980-25-000018
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2025-02-13,2025-02-28,2025-03-03,2025-06-03,0.2627,-0.0106,0.2733,624170,3,0001628280-25-009041
FMC,FMC CORP,2025-03-04,2025-03-06,2025-03-07,2025-06-09,0.0870,0.0306,0.0563,2362948,3,0001127602-25-008506
CE,Celanese Corp,2025-03-07,2025-03-10,2025-03-11,2025-06-11,0.0877,0.0438,0.0439,516092,3,0001306830-25-000052
SRE,SEMPRA,2025-03-06,2025-03-11,2025-03-12,2025-06-12,0.1051,0.0538,0.0513,616995,3,0001062993-25-005177
LUV,SOUTHWEST AIRLINES CO,2025-03-12,2025-03-14,2025-03-17,2025-06-17,0.0000,0.0463,-0.0463,350041,3,0000092380-25-000063
DOC,"HEALTHPEAK PROPERTIES, INC.",2025-04-28,2025-04-28,2025-04-29,2025-07-29,-0.0243,0.1146,-0.1388,230894,3,0001628280-25-020391
UNH,UNITEDHEALTH GROUP INC,2025-05-14,2025-05-16,2025-05-19,2025-08-19,0.0207,0.0351,-0.0144,30510791,3,0000731766-25-000146
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,2025-05-08,2025-05-19,2025-05-20,2025-08-20,-0.1423,0.0402,-0.1825,3077948,3,0001225208-25-005296
SPG,SIMON PROPERTY GROUP INC /DE/,2025-06-30,2025-07-01,2025-07-02,2025-10-02,0.1435,0.0351,0.1083,185414,3,0001415889-25-018694
LLY,ELI LILLY & Co,2025-08-08,2025-08-12,2025-08-13,2025-11-13,0.5564,0.0310,0.5254,1208179,3,0000059478-25-000210
CHD,CHURCH & DWIGHT CO INC /DE/,2025-08-05,2025-08-12,2025-08-13,2025-11-13,-0.0642,0.0310,-0.0952,1177702,3,0001127602-25-020332
PSX,Phillips 66,2025-07-30,2025-08-14,2025-08-15,2025-11-17,0.1602,0.0078,0.1523,1188910,3,0001225946-25-000005
UPS,UNITED PARCEL SERVICE INC,2025-07-31,2025-08-26,2025-08-27,2025-11-28,0.1094,0.0136,0.0957,1477382,3,0001225208-25-007480
EMN,EASTMAN CHEMICAL CO,2025-08-27,2025-08-28,2025-08-29,2025-12-01,-0.1151,0.0160,-0.1311,704596,3,0001364708-25-000004
LKQ,LKQ CORP,2025-08-27,2025-08-29,2025-09-02,2025-12-02,-0.0796,0.0101,-0.0897,820124,3,0001214659-25-013057
COO,"COOPER COMPANIES, INC.",2025-09-02,2025-09-05,2025-09-08,2025-12-08,0.1767,0.0210,0.1557,979182,3,0001562180-25-006125
SPG,SIMON PROPERTY GROUP INC /DE/,2025-09-30,2025-10-01,2025-10-02,2026-01-02,0.0053,0.0113,-0.0060,192272,3,0001210982-25-000007
VRSK,"Verisk Analytics, Inc.",2025-10-31,2025-11-03,2025-11-04,2026-02-04,-0.1165,0.0611,-0.1776,314662,3,0001193125-25-262897
TFC,Beacon Financial Corp,2025-11-03,2025-11-06,2025-11-07,2026-02-09,0.2842,0.0899,0.1943,168357,3,0001368208-25-000007
NCLH,Norwegian Cruise Line Holdings Ltd.,2025-11-06,2025-11-06,2025-11-07,2026-02-09,0.2432,0.0899,0.1533,912121,3,0001104659-25-107865
EPAM,"EPAM Systems, Inc.",2025-04-30,2025-11-10,2025-11-11,2026-02-11,0.0592,0.0799,-0.0207,44997,3,0001693502-25-000007
AMCR,Amcor plc,2025-11-10,2025-11-12,2025-11-13,2026-02-13,0.1851,0.0551,0.1300,1664197,3,0002036886-25-000007
FAST,FASTENAL CO,2025-11-12,2025-11-20,2025-11-21,2026-02-23,0.1787,0.1205,0.0582,170580,3,0001344393-25-000004
J,JACOBS SOLUTIONS INC.,2025-11-24,2025-11-25,2025-11-26,2026-02-26,0.0019,0.0751,-0.0732,335878,3,0001924898-25-000006
HSY,HERSHEY CO,2025-11-21,2025-11-26,2025-11-28,2026-03-02,0.2605,0.0775,0.1830,445416,3,0000047111-25-000189
FISV,FISERV INC,2025-10-30,2025-12-02,2025-12-03,2026-03-03,-0.0640,0.0774,-0.1414,2211971,3,0001612508-25-000009
CRM,"Salesforce, Inc.",2025-12-05,2025-12-08,2025-12-09,2026-03-09,-0.2351,0.0433,-0.2784,75047040,3,0001418812-25-000036
COO,"COOPER COMPANIES, INC.",2025-12-16,2025-12-17,2025-12-18,2026-03-18,-0.1417,0.0221,-0.1638,1072322,3,0001352090-25-000012
AZO,AUTOZONE INC,2025-12-10,2025-12-22,2025-12-23,2026-03-23,-0.0168,-0.0192,0.0024,1179256,3,0001225208-25-010165
NKE,"NIKE, Inc.",2025-12-22,2025-12-30,2025-12-31,2026-03-31,-0.1602,-0.0254,-0.1348,4449887,3,0000320187-25-000152
SPG,SIMON PROPERTY GROUP INC.,2025-12-15,2026-01-05,2026-01-06,2026-04-06,0.0466,-0.0062,0.0529,219856,3,0001199045-26-000002
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",2026-02-12,2026-02-13,2026-02-17,2026-05-18,-0.0759,-0.0049,-0.0710,400879,3,0001437749-26-004142
PRU,PRUDENTIAL FINANCIAL INC,2026-02-06,2026-02-18,2026-02-19,2026-05-19,-0.0135,-0.0014,-0.0122,168840,3,0001137774-26-000061
KKR,KKR & Co. Inc.,2026-02-09,2026-02-18,2026-02-19,2026-05-19,-0.0684,-0.0014,-0.0670,30853118,3,0001140361-26-006056
VRSK,"Verisk Analytics, Inc.",2026-02-20,2026-02-24,2026-02-25,2026-05-26,-0.1239,0.0197,-0.1435,449280,3,0001193125-26-067198
IBM,INTERNATIONAL BUSINESS MACHINES CORP,2026-01-30,2026-02-25,2026-02-26,2026-05-26,0.0697,0.0179,0.0518,417157,3,0001771933-26-000002
CSGP,"COSTAR GROUP, INC.",2026-02-27,2026-03-03,2026-03-04,2026-06-04,-0.2596,0.0279,-0.2875,3432194,3,0001500076-26-000006
POOL,POOL CORP,2026-02-23,2026-03-04,2026-03-05,2026-06-05,-0.1563,0.0333,-0.1896,2605974,3,0000945841-26-000063
SRE,SEMPRA,2026-03-11,2026-03-13,2026-03-16,2026-06-16,-0.0361,0.0977,-0.1338,576979,3,0001613343-26-000007
HBAN,HUNTINGTON BANCSHARES INC /MD/,2026-02-19,2026-03-16,2026-03-17,2026-06-17,0.1313,0.0888,0.0425,1040354,3,0001225208-26-003718
NKE,"NIKE, Inc.",2026-04-07,2026-04-14,2026-04-15,2026-07-15,-0.0378,0.0681,-0.1059,1734112,3,0000320187-26-000049
CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",2026-04-28,2026-04-29,2026-04-30,2026-07-30,-0.1181,0.0775,-0.1956,1767822,3,0001563441-26-000011
GEHC,GE HealthCare Technologies Inc.,2026-04-30,2026-05-01,2026-05-04,2026-08-04,0.1444,0.0752,0.0692,556222,3,0001593636-26-000008
SPGI,S&P Global Inc.,2026-04-29,2026-05-04,2026-05-05,2026-08-05,0.0430,0.0980,-0.0550,2576775,3,0002033834-26-000014
NCLH,Norwegian Cruise Line Holdings Ltd.,2026-05-07,2026-05-12,2026-05-13,2026-08-13,0.2035,0.0942,0.1093,966486,3,0001104659-26-059407
ZTS,Zoetis Inc.,2026-05-11,2026-05-13,2026-05-14,2026-08-14,0.0214,0.1088,-0.0874,886384,3,0001628280-26-034642
TKO,"TKO Group Holdings, Inc.",2026-05-13,2026-05-13,2026-05-14,2026-08-14,0.0602,0.1088,-0.0486,4499696,3,0001193125-26-221732
BSX,BOSTON SCIENTIFIC CORP,2026-05-19,2026-05-21,2026-05-22,2026-08-24,-0.1269,0.0908,-0.2178,554012,3,0001225208-26-005548
FISV,FISERV INC,2026-06-16,2026-06-16,2026-06-17,2026-09-17,-0.0114,0.0107,-0.0220,973555,3,0001732108-26-000008
ADSK,"Autodesk, Inc.",2026-05-29,2026-06-17,2026-06-18,2026-09-18,0.1285,0.0326,0.0959,1786773,3,0001661768-26-000004
