ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
GEN,SYMANTEC CORP,2015-08-21,2015-08-21,2015-08-24,2015-11-24,0.0081,0.0376,-0.0295,495764,1,0001209191-15-067432
MPC,Marathon Petroleum Corp,2015-08-20,2015-08-21,2015-08-24,2015-11-24,0.2739,0.0376,0.2363,54110,1,0001209191-15-067266
AMAT,APPLIED MATERIALS INC /DE,2015-08-21,2015-08-24,2015-08-25,2015-11-25,0.2025,0.0846,0.1179,156800,1,0001127602-15-025740
KMI,"KINDER MORGAN, INC.",2015-08-21,2015-08-24,2015-08-25,2015-11-25,-0.2141,0.0846,-0.2987,241275,1,0001104659-15-061488
APA,APACHE CORP,2015-08-26,2015-08-27,2015-08-28,2015-11-30,0.1726,0.0378,0.1349,237240,1,0001357400-15-000193
FMC,FMC CORP,2015-09-01,2015-09-03,2015-09-04,2015-12-04,0.0096,0.0321,-0.0225,136487,1,0000037785-15-000068
FAST,FASTENAL CO,2015-08-25,2015-09-04,2015-09-08,2015-12-08,0.0631,0.0565,0.0066,51301,1,0001179110-15-013094
LIN,PRAXAIR INC,2015-09-08,2015-09-09,2015-09-10,2015-12-10,0.0325,0.0291,0.0034,517800,1,0000884905-15-000085
DG,DOLLAR GENERAL CORP,2015-09-10,2015-09-14,2015-09-15,2015-12-15,0.0359,0.0068,0.0292,304139,1,0000029534-15-000057
AMAT,APPLIED MATERIALS INC /DE,2015-09-24,2015-09-25,2015-09-28,2015-12-28,0.3221,0.0509,0.2712,430200,1,0001127602-15-027638
JPM,JPMORGAN CHASE & CO,2015-10-21,2015-10-30,2015-11-02,2016-02-02,-0.0959,-0.0738,-0.0221,50452,1,0001225208-15-020068
KMI,"KINDER MORGAN, INC.",2015-10-30,2015-11-02,2015-11-03,2016-02-03,-0.4373,-0.1050,-0.3323,497854,1,0001584746-15-000021
PBI,PITNEY BOWES INC /DE/,2015-10-30,2015-11-02,2015-11-03,2016-02-03,-0.1982,-0.1050,-0.0932,249866,1,0001562180-15-000912
ADM,ARCHER DANIELS MIDLAND CO,2015-11-04,2015-11-04,2015-11-05,2016-02-05,-0.1959,-0.0901,-0.1058,106925,1,0001225208-15-020341
AES,AES CORP,2015-11-09,2015-11-09,2015-11-10,2016-02-10,-0.0346,-0.1164,0.0818,200070,1,0001127602-15-030950
FCPT,"Four Corners Property Trust, Inc.",2015-11-09,2015-11-10,2015-11-11,2016-02-11,0.1598,-0.1174,0.2772,297210,1,0001123292-15-001338
NRG,"NRG ENERGY, INC.",2015-11-06,2015-11-10,2015-11-11,2016-02-11,-0.2238,-0.1174,-0.1064,97997,1,0001179110-15-014668
CF,"CF Industries Holdings, Inc.",2015-11-11,2015-11-12,2015-11-13,2016-02-16,-0.3468,-0.0912,-0.2556,718682,1,0001104659-15-077875
GEN,"Genesis Healthcare, Inc.",2015-11-11,2015-11-13,2015-11-16,2016-02-16,-0.0088,-0.0808,0.0720,86800,1,0001310088-15-000002
GPC,GENUINE PARTS CO,2015-11-13,2015-11-13,2015-11-16,2016-02-16,0.0358,-0.0808,0.1166,260580,1,0001209191-15-080054
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2015-11-20,2015-11-23,2015-11-24,2016-02-24,-0.0693,-0.0730,0.0037,2798600,1,0001225208-15-021241
GAP,GAP INC,2015-11-23,2015-11-23,2015-11-24,2016-02-24,0.0005,-0.0730,0.0735,1002678,1,0000039911-15-000206
WYNN,WYNN RESORTS LTD,2015-12-04,2015-12-08,2015-12-09,2016-03-09,0.2274,-0.0136,0.2410,63860142,1,0001174922-15-000111
MU,MICRON TECHNOLOGY INC,2015-12-24,2015-12-28,2015-12-29,2016-03-29,-0.2906,0.0202,-0.3108,143200,1,0000723125-15-000137
LIN,PRAXAIR INC,2016-01-07,2016-01-08,2016-01-11,2016-04-11,0.1547,0.0963,0.0584,489000,1,0000884905-16-000103
C,CITIGROUP INC,2016-01-22,2016-01-22,2016-01-25,2016-04-25,0.1440,0.1444,-0.0004,1026250,1,0001209191-16-093038
WYNN,WYNN RESORTS LTD,2016-01-20,2016-01-22,2016-01-25,2016-04-25,0.5816,0.1444,0.4371,31863689,1,0001174922-16-000127
KEY,KEYCORP /NEW/,2016-01-25,2016-01-27,2016-01-28,2016-04-28,0.1265,0.1628,-0.0363,224400,1,0001294671-16-000110
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2016-02-01,2016-02-01,2016-02-02,2016-05-02,0.1116,0.1088,0.0028,6317609,1,0001225208-16-025233
HBAN,HUNTINGTON BANCSHARES INC/MD,2016-02-01,2016-02-01,2016-02-02,2016-05-02,0.1960,0.1088,0.0873,857089,1,0001225208-16-025263
STX,Seagate Technology plc,2016-02-02,2016-02-02,2016-02-03,2016-05-03,-0.3112,0.1407,-0.4519,6034250,1,0001628280-16-010661
PGR,PROGRESSIVE CORP/OH/,2016-02-01,2016-02-03,2016-02-04,2016-05-04,0.0859,0.1195,-0.0336,1514000,1,0001127602-16-039251
NAVI,NAVIENT CORP,2016-02-08,2016-02-10,2016-02-11,2016-05-11,0.5986,0.1669,0.4317,703200,1,0001127602-16-040478
DOC,"HCP, INC.",2016-02-11,2016-02-11,2016-02-12,2016-05-12,0.3077,0.1720,0.1357,634750,1,0001179110-16-018989
JPM,JPMORGAN CHASE & CO,2016-02-11,2016-02-11,2016-02-12,2016-05-12,0.1272,0.1720,-0.0447,26590400,1,0001225208-16-026145
AKAM,AKAMAI TECHNOLOGIES INC,2016-02-16,2016-02-17,2016-02-18,2016-05-18,-0.0693,0.0917,-0.1610,4998823,1,0001086222-16-000237
OI,OWENS ILLINOIS INC /DE/,2016-02-18,2016-02-22,2016-02-23,2016-05-23,0.2190,0.0805,0.1385,141700,1,0001225208-16-027379
CF,"CF Industries Holdings, Inc.",2016-02-23,2016-02-24,2016-02-25,2016-05-25,-0.1199,0.1013,-0.2212,819000,1,0001104659-16-099514
MOS,MOSAIC CO,2016-02-22,2016-02-24,2016-02-25,2016-05-25,0.0578,0.1013,-0.0435,74940,1,0001243786-16-000219
HBAN,HUNTINGTON BANCSHARES INC/MD,2016-03-02,2016-03-02,2016-03-03,2016-06-03,0.1217,0.0810,0.0408,92739,1,0001225208-16-028938
AKAM,AKAMAI TECHNOLOGIES INC,2016-04-15,2016-04-18,2016-04-19,2016-07-19,0.1023,0.0510,0.0512,999778,1,0001086222-16-000279
UAL,"United Continental Holdings, Inc.",2016-04-22,2016-04-22,2016-04-25,2016-07-25,-0.0693,0.0531,-0.1225,1000494,1,0000899243-16-018429
STX,Seagate Technology plc,2016-05-03,2016-05-03,2016-05-04,2016-08-04,0.6126,0.0574,0.5552,4016000,1,0001137789-16-000008
COR,"Corium International, Inc.",2016-05-13,2016-05-17,2016-05-18,2016-08-18,0.2033,0.0799,0.1234,45050,1,0001140361-16-066063
PCAR,PACCAR INC,2016-05-06,2016-05-20,2016-05-23,2016-08-23,0.1291,0.0815,0.0475,18844,1,0000075362-16-000268
BAX,BAXTER INTERNATIONAL INC,2016-05-23,2016-05-24,2016-05-25,2016-08-25,0.0729,0.0657,0.0072,499790,1,0001216761-16-000002
GE,GENERAL ELECTRIC CO,2016-05-20,2016-05-24,2016-05-25,2016-08-25,0.0475,0.0657,-0.0182,2000284,1,0001231205-16-000140
WDC,WESTERN DIGITAL CORP,2016-05-31,2016-05-31,2016-06-01,2016-09-01,0.0059,0.0498,-0.0439,1024425,1,0001266824-16-000309
SIG,SIGNET JEWELERS LTD,2016-06-07,2016-06-08,2016-06-09,2016-09-09,-0.0907,0.0379,-0.1287,249779,1,0001209191-16-126414
AAP,ADVANCE AUTO PARTS INC,2016-06-07,2016-06-09,2016-06-10,2016-09-12,-0.0137,0.0121,-0.0258,1010494,1,0001158449-16-000428
AKAM,AKAMAI TECHNOLOGIES INC,2016-06-16,2016-06-17,2016-06-20,2016-09-20,-0.0381,0.0398,-0.0779,999749,1,0001086222-16-000325
AKAM,AKAMAI TECHNOLOGIES INC,2016-07-15,2016-07-18,2016-07-19,2016-10-19,-0.0185,-0.0099,-0.0086,999880,1,0001086222-16-000331
DAL,DELTA AIR LINES INC /DE/,2016-07-25,2016-07-26,2016-07-27,2016-10-27,0.0764,-0.0190,0.0954,972750,1,0001019687-16-007020
ABT,ABBOTT LABORATORIES,2016-07-25,2016-07-27,2016-07-28,2016-10-28,-0.0798,-0.0206,-0.0593,31611033,1,0001179110-16-027937
GE,GENERAL ELECTRIC CO,2016-07-26,2016-07-28,2016-07-29,2016-10-31,-0.0502,-0.0221,-0.0281,1572500,1,0001231205-16-000163
SLG,SL GREEN REALTY CORP,2016-07-26,2016-07-28,2016-07-29,2016-10-31,-0.1664,-0.0221,-0.1444,1002206,1,0001179110-16-027983
LUV,SOUTHWEST AIRLINES CO,2016-08-02,2016-08-03,2016-08-04,2016-11-04,0.0991,-0.0298,0.1288,1000107,1,0000092380-16-000256
RCL,ROYAL CARIBBEAN CRUISES LTD,2016-08-03,2016-08-03,2016-08-04,2016-11-04,0.1035,-0.0298,0.1333,2000099,1,0001140361-16-074653
AAP,ADVANCE AUTO PARTS INC,2016-08-23,2016-08-23,2016-08-24,2016-11-25,0.0807,0.0206,0.0602,997250,1,0001158449-16-000470
UAL,"United Continental Holdings, Inc.",2016-09-02,2016-09-06,2016-09-07,2016-12-07,0.3692,0.0299,0.3393,764400,1,0000899243-16-028545
AKAM,AKAMAI TECHNOLOGIES INC,2016-09-15,2016-09-19,2016-09-20,2016-12-20,0.3047,0.0691,0.2356,999876,1,0001086222-16-000366
NWL,NEWELL BRANDS INC,2016-10-31,2016-11-01,2016-11-02,2017-02-02,-0.0115,0.0954,-0.1069,563880,1,0000814453-16-000267
PBI,PITNEY BOWES INC /DE/,2016-11-02,2016-11-03,2016-11-04,2017-02-06,-0.0944,0.1157,-0.2101,69948,1,0001562180-16-003374
CHD,CHURCH & DWIGHT CO INC /DE/,2016-11-07,2016-11-08,2016-11-09,2017-02-09,0.0668,0.0854,-0.0187,222150,1,0001127602-16-066368
GE,GENERAL ELECTRIC CO,2016-11-09,2016-11-09,2016-11-10,2017-02-10,0.0038,0.0807,-0.0769,1462000,1,0001231205-16-000202
QRVO,"Qorvo, Inc.",2016-11-09,2016-11-10,2016-11-11,2017-02-13,0.2558,0.0789,0.1769,516600,1,0001140361-16-085830
ABT,ABBOTT LABORATORIES,2016-11-10,2016-11-14,2016-11-15,2017-02-15,0.1143,0.0802,0.0341,14839772,1,0001179110-16-031456
CCI,CROWN CASTLE INTERNATIONAL CORP,2016-11-14,2016-11-15,2016-11-16,2017-02-16,0.0987,0.0771,0.0216,250384,1,0001051470-16-000288
AKAM,AKAMAI TECHNOLOGIES INC,2016-11-15,2016-11-16,2016-11-17,2017-02-17,-0.0365,0.0785,-0.1150,999767,1,0001086222-16-000398
COR,CoreSite Realty Corp,2016-12-05,2016-12-06,2016-12-07,2017-03-07,0.1458,0.0621,0.0837,482440,1,0001209191-16-153755
AKAM,AKAMAI TECHNOLOGIES INC,2016-12-15,2016-12-16,2016-12-19,2017-03-20,-0.0353,0.0520,-0.0873,999852,1,0001086222-16-000403
NRG,"NRG ENERGY, INC.",2012-11-15,2017-01-04,2017-01-05,2017-04-05,0.4538,0.0319,0.4219,126783,1,0001179110-17-000429
COTY,COTY INC.,2017-02-15,2017-02-17,2017-02-21,2017-05-22,-0.0164,0.0090,-0.0255,1413383,1,0001024305-17-000010
BIIB,BIOGEN INC.,2017-02-27,2017-03-01,2017-03-02,2017-06-02,-0.1385,0.0148,-0.1533,380425,1,0001127602-17-009254
UAL,"United Continental Holdings, Inc.",2017-02-28,2017-03-02,2017-03-03,2017-06-05,0.1132,0.0230,0.0902,748100,1,0000899243-17-006133
AAP,ADVANCE AUTO PARTS INC,2017-03-07,2017-03-07,2017-03-08,2017-06-08,-0.1488,0.0276,-0.1763,1002885,1,0001158449-17-000062
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2017-03-13,2017-03-14,2017-03-15,2017-06-15,-0.0584,0.0394,-0.0977,940800,1,0001140361-17-011942
WFC,WELLS FARGO & COMPANY/MN,2017-04-17,2017-04-17,2017-04-18,2017-07-18,0.0445,0.0491,-0.0046,2014350,1,0001127602-17-014783
CSX,CSX CORP,2017-04-24,2017-04-25,2017-04-26,2017-07-26,0.0114,0.0377,-0.0263,15060000,1,0001209191-17-028106
BIIB,BIOGEN INC.,2017-05-01,2017-05-02,2017-05-03,2017-08-03,0.0641,0.0374,0.0267,380433,1,0001127602-17-016342
MOS,MOSAIC CO,2017-05-04,2017-05-04,2017-05-05,2017-08-07,-0.0275,0.0390,-0.0665,175125,1,0001243786-17-000073
GE,GENERAL ELECTRIC CO,2017-05-15,2017-05-15,2017-05-16,2017-08-16,-0.1033,0.0243,-0.1276,2807400,1,0001231205-17-000055
HBAN,HUNTINGTON BANCSHARES INC/MD,2017-05-18,2017-05-18,2017-05-19,2017-08-21,0.0124,0.0250,-0.0126,619824,1,0001225208-17-010022
AIG,AMERICAN INTERNATIONAL GROUP INC,2017-05-18,2017-05-19,2017-05-22,2017-08-22,0.0008,0.0175,-0.0167,4918400,1,0001225208-17-010121
FAST,FASTENAL CO,2017-05-25,2017-05-26,2017-05-30,2017-08-30,-0.0452,0.0113,-0.0565,43760,1,0001179110-17-008133
AAP,ADVANCE AUTO PARTS INC,2017-05-26,2017-05-30,2017-05-31,2017-08-31,-0.2744,0.0180,-0.2923,2154156,1,0001158449-17-000109
AKAM,AKAMAI TECHNOLOGIES INC,2017-05-31,2017-06-01,2017-06-02,2017-09-05,-0.0376,0.0160,-0.0536,999815,1,0001086222-17-000187
INTC,INTEL CORP,2017-06-05,2017-06-07,2017-06-08,2017-09-08,-0.0180,0.0158,-0.0338,504204,1,0001127602-17-020809
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2017-06-07,2017-06-09,2017-06-12,2017-09-12,-0.0063,0.0231,-0.0294,101745,1,0001140361-17-024529
M,"Macy's, Inc.",2017-06-12,2017-06-14,2017-06-15,2017-09-15,-0.0140,0.0218,-0.0357,300301,1,0000794367-17-000082
WMB,WILLIAMS COMPANIES INC,2017-06-15,2017-06-15,2017-06-16,2017-09-18,0.0713,0.0258,0.0456,429000,1,0001209191-17-040168
EQT,EQT Corp,2017-06-21,2017-06-23,2017-06-26,2017-09-26,0.1495,0.0304,0.1191,75000,1,0001127602-17-022065
AKAM,AKAMAI TECHNOLOGIES INC,2017-07-14,2017-07-17,2017-07-18,2017-10-18,-0.0192,0.0403,-0.0595,999768,1,0001086222-17-000199
FAST,FASTENAL CO,2017-07-17,2017-07-18,2017-07-19,2017-10-19,0.1195,0.0432,0.0762,42510,1,0001179110-17-010409
WBD,"Discovery Communications, Inc.",2017-08-01,2017-08-01,2017-08-02,2017-11-02,-0.2460,0.0380,-0.2840,460200,1,0001209191-17-046947
BKR,Baker Hughes a GE Co,2017-08-02,2017-08-02,2017-08-03,2017-11-03,-0.1140,0.0404,-0.1544,98707,1,0001701605-17-000077
MAT,MATTEL INC /DE/,2017-08-01,2017-08-03,2017-08-04,2017-11-06,-0.3032,0.0440,-0.3472,248263,1,0001523711-17-000103
BNY,Bank of New York Mellon Corp,2017-08-04,2017-08-08,2017-08-09,2017-11-09,-0.0466,0.0465,-0.0931,10058076,1,0001209191-17-048129
GE,GENERAL ELECTRIC CO,2017-08-08,2017-08-09,2017-08-10,2017-11-10,-0.2151,0.0454,-0.2605,2657805,1,0001231205-17-000088
MU,MICRON TECHNOLOGY INC,2017-08-11,2017-08-15,2017-08-16,2017-11-16,0.5233,0.0496,0.4737,94826,1,0000723125-17-000095
AKAM,AKAMAI TECHNOLOGIES INC,2017-08-15,2017-08-16,2017-08-17,2017-11-17,0.1936,0.0560,0.1375,1011098,1,0001086222-17-000220
COTY,COTY INC.,2017-08-24,2017-08-28,2017-08-29,2017-11-29,0.0551,0.0844,-0.0294,800002,1,0001024305-17-000073
HP,"Helmerich & Payne, Inc.",2017-09-12,2017-09-13,2017-09-14,2017-12-14,0.1693,0.0733,0.0960,238650,1,0001209191-17-052542
NWL,NEWELL BRANDS INC,2017-09-13,2017-09-13,2017-09-14,2017-12-14,-0.2836,0.0733,-0.3569,218050,1,0000814453-17-000077
AKAM,AKAMAI TECHNOLOGIES INC,2017-09-15,2017-09-29,2017-10-02,2018-01-02,0.3198,0.0663,0.2534,999687,1,0001086222-17-000224
NAVI,NAVIENT CORP,2017-10-20,2017-10-24,2017-10-25,2018-01-25,0.2093,0.1021,0.1071,74100,1,0001127602-17-030248
CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",2017-10-30,2017-10-31,2017-11-01,2018-02-01,0.1206,0.0991,0.0215,1003191,1,0001091667-17-000107
VRSK,"Verisk Analytics, Inc.",2017-11-06,2017-11-06,2017-11-07,2018-02-07,0.0306,0.0434,-0.0128,2023752,1,0001209191-17-059520
WBD,"Discovery Communications, Inc.",2017-11-03,2017-11-06,2017-11-07,2018-02-07,0.3722,0.0434,0.3288,231750,1,0001209191-17-059461
CHD,CHURCH & DWIGHT CO INC /DE/,2017-11-06,2017-11-07,2017-11-08,2018-02-08,0.0832,0.0422,0.0410,219150,1,0001127602-17-031410
DOC,Physicians Realty Trust,2017-11-08,2017-11-08,2017-11-09,2018-02-09,-0.1528,0.0039,-0.1567,100060,1,0001209191-17-059726
SCHW,SCHWAB CHARLES CORP,2017-11-07,2017-11-08,2017-11-09,2018-02-09,0.1446,0.0039,0.1408,1973200,1,0001225208-17-017076
WTW,WILLIS TOWERS WATSON PLC,2017-11-06,2017-11-08,2017-11-09,2018-02-09,-0.0433,0.0039,-0.0472,496310,1,0001127602-17-031635
AES,AES CORP,2017-11-10,2017-11-13,2017-11-14,2018-02-14,-0.0456,0.0328,-0.0784,250507,1,0001127602-17-031800
XRAY,DENTSPLY SIRONA Inc.,2017-11-13,2017-11-14,2017-11-15,2018-02-15,-0.1218,0.0470,-0.1689,3292500,1,0001127602-17-032044
AKAM,AKAMAI TECHNOLOGIES INC,2017-11-15,2017-11-16,2017-11-17,2018-02-20,0.2014,0.0553,0.1461,999761,1,0001086222-17-000253
WMB,WILLIAMS COMPANIES INC,2017-11-15,2017-11-16,2017-11-17,2018-02-20,0.0794,0.0553,0.0240,163380,1,0001209191-17-061153
GE,GENERAL ELECTRIC CO,2017-11-15,2017-11-17,2017-11-20,2018-02-20,-0.1631,0.0546,-0.2177,1096200,1,0001231205-17-000135
NWL,NEWELL BRANDS INC,2017-11-20,2017-11-20,2017-11-21,2018-02-21,-0.0404,0.0455,-0.0859,197540,1,0000814453-17-000089
JCI,Johnson Controls International plc,2017-11-24,2017-11-27,2017-11-28,2018-02-28,0.0281,0.0466,-0.0185,1004640,1,0001127602-17-033278
APTV,Aptiv PLC,2017-12-06,2017-12-06,2017-12-07,2018-03-07,0.0522,0.0315,0.0207,1977300,1,0001209191-17-064150
LUMN,"CENTURYLINK, INC",2017-12-08,2017-12-08,2017-12-11,2018-03-12,0.2136,0.0397,0.1740,708500,1,0001209191-17-064867
VRSK,"Verisk Analytics, Inc.",2017-12-20,2017-12-20,2017-12-21,2018-03-21,0.0851,0.0125,0.0726,37580,1,0001209191-17-066650
BIIB,BIOGEN INC.,2017-12-29,2018-01-02,2018-01-03,2018-04-03,-0.1964,-0.0375,-0.1589,250029,1,0001127602-18-000128
SLG,SL GREEN REALTY CORP,2018-01-29,2018-01-30,2018-01-31,2018-04-30,0.0137,-0.0411,0.0547,198576,1,0001179110-18-001263
T,AT&T INC.,2018-02-09,2018-02-12,2018-02-13,2018-05-14,-0.0906,0.0271,-0.1177,998897,1,0001127602-18-005219
VRSK,"Verisk Analytics, Inc.",2018-02-12,2018-02-12,2018-02-13,2018-05-14,0.1259,0.0271,0.0988,37526,1,0001209191-18-009344
ALGN,ALIGN TECHNOLOGY INC,2018-02-13,2018-02-15,2018-02-16,2018-05-16,0.1168,-0.0051,0.1219,350445,1,0001233163-18-000002
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",2018-02-15,2018-02-20,2018-02-21,2018-05-21,-0.0337,0.0058,-0.0395,3001238,1,0000911916-18-000029
PRGO,PERRIGO Co plc,2018-03-05,2018-03-07,2018-03-08,2018-06-08,-0.1199,0.0190,-0.1389,613864,1,0001689340-18-000006
AAP,ADVANCE AUTO PARTS INC,2018-03-21,2018-03-23,2018-03-26,2018-06-26,0.2230,0.0516,0.1715,1000253,1,0001158449-18-000061
SLB,SCHLUMBERGER LIMITED/NV,2018-03-26,2018-03-26,2018-03-27,2018-06-27,0.0357,0.0281,0.0075,646800,1,0001127602-18-012794
VRSK,"Verisk Analytics, Inc.",2018-04-10,2018-04-10,2018-04-11,2018-07-11,0.0483,0.0486,-0.0003,37838,1,0001209191-18-024511
M,"Macy's, Inc.",2018-04-12,2018-04-13,2018-04-16,2018-07-16,0.2878,0.0484,0.2394,290998,1,0000794367-18-000045
FAST,FASTENAL CO,2018-04-30,2018-05-01,2018-05-02,2018-08-02,0.1301,0.0510,0.0791,50280,1,0001179110-18-005969
AMP,AMERIPRISE FINANCIAL INC,2018-05-02,2018-05-03,2018-05-04,2018-08-06,0.0849,0.0744,0.0106,499999,1,0001179110-18-006177
INCY,INCYTE CORP,2018-05-02,2018-05-03,2018-05-04,2018-08-06,0.0119,0.0744,-0.0625,914100,1,0001209191-18-027697
CSX,CSX CORP,2018-05-02,2018-05-04,2018-05-07,2018-08-07,0.2046,0.0648,0.1398,299550,1,0001209191-18-028000
XRAY,DENTSPLY SIRONA Inc.,2018-05-09,2018-05-09,2018-05-10,2018-08-10,-0.1210,0.0557,-0.1767,2235500,1,0001127602-18-016770
VRSK,"Verisk Analytics, Inc.",2018-05-10,2018-05-10,2018-05-11,2018-08-13,0.1029,0.0382,0.0647,37906,1,0001209191-18-029314
WBD,"Discovery, Inc.",2018-05-09,2018-05-10,2018-05-11,2018-08-13,0.0910,0.0382,0.0528,212900,1,0001209191-18-029296
D,DOMINION ENERGY INC /VA/,2018-05-10,2018-05-11,2018-05-14,2018-08-14,0.0925,0.0322,0.0603,253760,1,0001225208-18-009167
MAA,MID AMERICA APARTMENT COMMUNITIES INC.,2018-05-18,2018-05-21,2018-05-22,2018-08-22,0.1554,0.0486,0.1068,99881,1,0001127602-18-018296
GIS,GENERAL MILLS INC,2018-05-23,2018-05-24,2018-05-25,2018-08-27,0.1031,0.0514,0.0517,253080,1,0001387131-18-002349
EFX,EQUIFAX INC,2018-05-25,2018-05-30,2018-05-31,2018-08-31,0.1568,0.0557,0.1011,1000587,1,0001225208-18-009971
EQT,EQT Corp,2018-06-06,2018-06-08,2018-06-11,2018-09-11,-0.1426,0.0343,-0.1769,204720,1,0001127602-18-020429
VRSK,"Verisk Analytics, Inc.",2018-06-11,2018-06-11,2018-06-12,2018-09-12,0.1059,0.0329,0.0730,37506,1,0001209191-18-037020
LKQ,LKQ CORP,2018-06-14,2018-06-14,2018-06-15,2018-09-17,-0.0109,0.0406,-0.0515,99000,1,0001214659-18-004445
AJG,GALLAGHER ARTHUR J & CO,2018-06-19,2018-06-21,2018-06-22,2018-09-24,0.1554,0.0605,0.0949,600940,1,0001127602-18-021704
INTC,INTEL CORP,2018-07-30,2018-07-31,2018-08-01,2018-11-01,-0.0172,-0.0500,0.0329,250039,1,0001127602-18-024153
CI,CIGNA CORP,2018-07-31,2018-08-02,2018-08-03,2018-11-05,0.1286,-0.0365,0.1652,502281,1,0001225208-18-012206
DD,DowDuPont Inc.,2018-08-08,2018-08-08,2018-08-09,2018-11-09,-0.1231,-0.0192,-0.1039,1999904,1,0001666700-18-000042
VRSK,"Verisk Analytics, Inc.",2018-08-10,2018-08-13,2018-08-14,2018-11-14,0.0422,-0.0290,0.0712,37586,1,0001209191-18-046495
NWL,NEWELL BRANDS INC,2018-08-13,2018-08-14,2018-08-15,2018-11-15,0.0133,-0.0426,0.0559,206300,1,0000814453-18-000060
NWS,NEWS CORP,2018-08-15,2018-08-15,2018-08-16,2018-11-16,-0.0282,-0.0289,0.0007,1017360,1,0001567619-18-001184
APA,APACHE CORP,2018-08-27,2018-08-29,2018-08-30,2018-11-30,-0.1946,-0.0531,-0.1415,170157,1,0001357400-18-000136
AXP,AIRXPANDERS INC,2018-09-03,2018-09-04,2018-09-05,2018-12-06,-0.0091,-0.0608,0.0517,98000,1,0001437749-18-016512
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",2018-08-31,2018-09-04,2018-09-05,2018-12-06,-0.0867,-0.0608,-0.0258,50442,1,0000911916-18-000162
VRSK,"Verisk Analytics, Inc.",2018-09-19,2018-09-19,2018-09-20,2018-12-20,-0.0871,-0.1388,0.0518,37384,1,0001209191-18-051701
CAG,CONAGRA BRANDS INC.,2018-10-12,2018-10-12,2018-10-15,2019-01-15,-0.4072,-0.0443,-0.3629,99969,1,0000899243-18-026643
FAST,FASTENAL CO,2018-10-12,2018-10-15,2018-10-16,2019-01-16,0.0689,-0.0368,0.1058,103900,1,0001179110-18-012186
HBAN,HUNTINGTON BANCSHARES INC/MD,2018-10-25,2018-10-26,2018-10-29,2019-01-29,-0.0074,0.0258,-0.0332,235717,1,0001225208-18-014880
LKQ,LKQ CORP,2018-10-26,2018-10-29,2018-10-30,2019-01-30,-0.0056,0.0286,-0.0342,53100,1,0001214659-18-006671
EQT,EQT Corp,2018-10-31,2018-10-31,2018-11-01,2019-02-01,0.0352,0.0196,0.0155,539728,1,0001127602-18-031467
HAS,HASBRO INC,2018-10-29,2018-10-31,2018-11-01,2019-02-01,-0.0096,0.0196,-0.0292,1009800,1,0000046080-18-000139
WMB,WILLIAMS COMPANIES INC,2018-11-02,2018-11-02,2018-11-05,2019-02-05,0.0675,0.0159,0.0517,259400,1,0001209191-18-056873
GE,GENERAL ELECTRIC CO,2018-11-01,2018-11-05,2018-11-06,2019-02-06,0.1415,0.0128,0.1287,2189250,1,0001231205-18-000153
IBM,INTERNATIONAL BUSINESS MACHINES CORP,2018-11-02,2018-11-05,2018-11-06,2019-02-06,0.1346,0.0128,0.1218,998835,1,0001562180-18-004391
KEY,KEYCORP /NEW/,2018-11-01,2018-11-05,2018-11-06,2019-02-06,-0.1080,0.0128,-0.1208,182600,1,0001294671-18-000079
FLR,FLUOR CORP,2018-11-06,2018-11-06,2018-11-07,2019-02-07,-0.2654,0.0056,-0.2710,250266,1,0001209191-18-057425
WTW,WEIGHT WATCHERS INTERNATIONAL INC,2018-11-06,2018-11-06,2018-11-07,2019-02-07,0.0534,0.0056,0.0478,350700,1,0001209191-18-057443
ADM,ARCHER DANIELS MIDLAND CO,2018-11-07,2018-11-07,2018-11-08,2019-02-08,-0.1273,-0.0172,-0.1101,99435,1,0001225208-18-015240
VMC,Vulcan Materials CO,2018-11-06,2018-11-08,2018-11-09,2019-02-11,-0.0218,-0.0129,-0.0089,198736,1,0001562180-18-004457
PRGO,PERRIGO Co plc,2018-11-09,2018-11-09,2018-11-12,2019-02-12,-0.2586,-0.0019,-0.2567,1000377,1,0001585364-18-000094
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2018-11-12,2018-11-13,2018-11-14,2019-02-14,0.0837,0.0305,0.0532,3202200,1,0001225208-18-015397
COTY,COTY INC.,2018-11-14,2018-11-16,2018-11-19,2019-02-19,0.1934,0.0323,0.1611,20060404,1,0001759195-18-000003
VRSK,"Verisk Analytics, Inc.",2018-11-21,2018-11-26,2018-11-27,2019-02-27,0.0322,0.0522,-0.0200,37440,1,0001209191-18-059924
INTC,INTEL CORP,2018-11-29,2018-12-03,2018-12-04,2019-03-04,0.0923,0.0227,0.0696,247151,1,0001127602-18-034985
APTV,Aptiv PLC,2018-12-11,2018-12-11,2018-12-12,2019-03-12,0.2262,0.0725,0.1536,762633,1,0001209191-18-061964
