ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
CFG,CITIZENS FINANCIAL GROUP INC/RI,2018-10-23,2018-10-25,2018-10-26,2019-01-28,-0.0030,0.0141,-0.0170,508480,1,0000759944-18-000080
TXN,TEXAS INSTRUMENTS INC,2018-10-25,2018-10-29,2018-10-30,2019-01-30,0.1373,0.0286,0.1087,999530,1,0001127602-18-031208
AAL,American Airlines Group Inc.,2018-10-29,2018-10-30,2018-10-31,2019-01-31,0.0356,0.0189,0.0166,836750,1,0001225208-18-014988
GD,GENERAL DYNAMICS CORP,2018-10-26,2018-10-30,2018-10-31,2019-01-31,-0.0194,0.0189,-0.0383,509610,1,0001209191-18-056485
EQT,EQT Corp,2018-10-31,2018-10-31,2018-11-01,2019-02-01,0.0352,0.0196,0.0155,539728,1,0001127602-18-031467
HAS,HASBRO INC,2018-10-29,2018-10-31,2018-11-01,2019-02-01,-0.0096,0.0196,-0.0292,1009800,1,0000046080-18-000139
MHK,MOHAWK INDUSTRIES INC,2018-10-29,2018-11-01,2018-11-02,2019-02-04,-0.0267,0.0072,-0.0339,29605000,1,0000851968-18-000113
WMB,WILLIAMS COMPANIES INC,2018-11-02,2018-11-02,2018-11-05,2019-02-05,0.0675,0.0159,0.0517,644325,1,0001209191-18-056878
GE,GENERAL ELECTRIC CO,2018-11-01,2018-11-05,2018-11-06,2019-02-06,0.1415,0.0128,0.1287,2189250,1,0001231205-18-000153
IBM,INTERNATIONAL BUSINESS MACHINES CORP,2018-11-02,2018-11-05,2018-11-06,2019-02-06,0.1346,0.0128,0.1218,998835,1,0001562180-18-004391
PFG,PRINCIPAL FINANCIAL GROUP INC,2018-11-05,2018-11-06,2018-11-07,2019-02-07,0.0025,0.0056,-0.0030,1202500,1,0001126328-18-000279
PRGO,PERRIGO Co plc,2018-11-09,2018-11-09,2018-11-12,2019-02-12,-0.2586,-0.0019,-0.2567,1000377,1,0001585364-18-000094
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2018-11-12,2018-11-13,2018-11-14,2019-02-14,0.0837,0.0305,0.0532,3202200,1,0001225208-18-015397
NWL,NEWELL BRANDS INC,2018-11-12,2018-11-14,2018-11-15,2019-02-15,-0.0751,0.0341,-0.1092,2002500,1,0000814453-18-000066
WY,WEYERHAEUSER CO,2018-11-13,2018-11-14,2018-11-15,2019-02-15,-0.0253,0.0341,-0.0594,751078,1,0001225208-18-015524
WYNN,WYNN RESORTS LTD,2018-11-13,2018-11-15,2018-11-16,2019-02-19,0.1977,0.0368,0.1610,1009498,1,0001174922-18-000178
COTY,COTY INC.,2018-11-14,2018-11-16,2018-11-19,2019-02-19,0.1934,0.0323,0.1611,20060404,1,0001759195-18-000003
HD,HOME DEPOT INC,2018-11-19,2018-11-21,2018-11-23,2019-02-25,0.1447,0.0663,0.0784,2004105,1,0001209191-18-059650
PSX,Phillips 66,2018-11-20,2018-11-21,2018-11-23,2019-02-25,0.0685,0.0663,0.0022,1984665,1,0001534701-18-000113
STX,Seagate Technology plc,2018-11-20,2018-11-23,2018-11-26,2019-02-26,0.1114,0.0696,0.0418,15527050,1,0000904454-18-000773
LOW,LOWES COMPANIES INC,2018-11-23,2018-11-27,2018-11-28,2019-02-28,0.1740,0.0523,0.1217,880200,1,0000060667-18-000197
MHK,MOHAWK INDUSTRIES INC,2018-11-29,2018-12-03,2018-12-04,2019-03-04,0.1012,0.0227,0.0785,1274800,1,0000851968-18-000126
SLB,SCHLUMBERGER LIMITED/NV,2017-10-26,2018-12-03,2018-12-04,2019-03-04,0.0036,0.0227,-0.0190,1016960,1,0001127602-18-035015
SJM,J M SMUCKER Co,2018-11-30,2018-12-07,2018-12-10,2019-03-11,0.0499,0.0546,-0.0046,2061800,1,0001127602-18-035586
UAL,"United Continental Holdings, Inc.",2018-12-04,2018-12-07,2018-12-10,2019-03-11,-0.0694,0.0546,-0.1240,2777000,1,0000899243-18-030391
EMN,EASTMAN CHEMICAL CO,2018-12-07,2018-12-10,2018-12-11,2019-03-11,0.0728,0.0564,0.0164,988335,1,0000899243-18-030463
APTV,Aptiv PLC,2018-12-11,2018-12-11,2018-12-12,2019-03-12,0.2262,0.0725,0.1536,762633,1,0001209191-18-061964
RCL,ROYAL CARIBBEAN CRUISES LTD,2018-12-13,2018-12-13,2018-12-14,2019-03-14,0.1350,0.0812,0.0538,1995840,1,0001567619-18-007902
VLO,VALERO ENERGY CORP/TX,2018-12-11,2018-12-13,2018-12-14,2019-03-14,0.1584,0.0812,0.0772,1818500,1,0000899243-18-030897
PVH,PVH CORP. /DE/,2018-12-14,2018-12-18,2018-12-19,2019-03-19,0.2031,0.1292,0.0739,955100,1,0001243776-18-000006
PWR,QUANTA SERVICES INC,2018-12-19,2018-12-19,2018-12-20,2019-03-20,0.2881,0.1443,0.1438,749700,1,0001050915-18-000068
SCHW,SCHWAB CHARLES CORP,2018-12-24,2018-12-27,2018-12-28,2019-03-28,0.0190,0.1430,-0.1240,4837943,1,0001225208-18-017049
CCL,CARNIVAL CORP,2018-12-26,2018-12-28,2018-12-31,2019-04-01,0.0519,0.1591,-0.1073,1002654,1,0001127602-18-037485
FTI,TechnipFMC plc,2018-12-31,2019-01-03,2019-01-04,2019-04-04,0.1701,0.1927,-0.0227,960000,1,0001681459-19-000002
EBAY,EBAY INC,2019-01-02,2019-01-04,2019-01-07,2019-04-08,0.3098,0.1656,0.1442,501771,1,0001218363-19-000002
FDX,FEDEX CORP,2019-01-02,2019-01-04,2019-01-07,2019-04-08,0.1514,0.1656,-0.0142,1140440,1,0001127602-19-001318
MDT,Medtronic plc,2019-01-09,2019-01-09,2019-01-10,2019-04-10,0.0638,0.1256,-0.0619,1008600,1,0001127602-19-001695
KMI,"KINDER MORGAN, INC.",2019-01-29,2019-01-29,2019-01-30,2019-04-30,0.1231,0.1034,0.0197,896000,1,0001506307-19-000018
BIIB,BIOGEN INC.,2019-01-30,2019-02-01,2019-02-04,2019-05-06,-0.3091,0.0823,-0.3914,20572366,1,0001127602-19-003363
JPM,JPMORGAN CHASE & CO,2019-02-05,2019-02-06,2019-02-07,2019-05-07,0.1129,0.0669,0.0459,518950,1,0001225208-19-001861
T,AT&T INC.,2019-02-04,2019-02-06,2019-02-07,2019-05-07,0.0552,0.0669,-0.0118,999693,1,0001127602-19-004331
ADM,ARCHER DANIELS MIDLAND CO,2019-02-07,2019-02-07,2019-02-08,2019-05-08,0.0278,0.0581,-0.0303,2508000,1,0001225208-19-002001
IDXX,IDEXX LABORATORIES INC /DE,2019-02-05,2019-02-07,2019-02-08,2019-05-08,0.1840,0.0581,0.1259,501875,1,0001567619-19-002652
STX,Seagate Technology plc,2019-02-06,2019-02-08,2019-02-11,2019-05-13,0.0242,0.0562,-0.0320,99910000,1,0001418812-19-000005
GT,GOODYEAR TIRE & RUBBER CO /OH/,2019-02-13,2019-02-14,2019-02-15,2019-05-15,-0.1088,0.0240,-0.1327,652750,1,0001209191-19-010040
TDG,TransDigm Group INC,2019-02-20,2019-02-22,2019-02-25,2019-05-28,0.0140,-0.0016,0.0156,100000906,1,0000919574-19-001957
MAT,MATTEL INC /DE/,2019-02-21,2019-02-25,2019-02-26,2019-05-28,-0.2302,-0.0014,-0.2289,1001378,1,0001523711-19-000015
KMI,"KINDER MORGAN, INC.",2019-02-28,2019-03-01,2019-03-04,2019-06-04,0.0294,-0.0247,0.0541,5769000,1,0001506307-19-000049
LUMN,"CENTURYLINK, INC",2019-03-06,2019-03-06,2019-03-07,2019-06-07,-0.0649,0.0265,-0.0915,991020,1,0001209191-19-017427
CVS,CVS HEALTH Corp,2019-03-08,2019-03-11,2019-03-12,2019-06-12,0.0064,0.0337,-0.0273,506016,1,0001127602-19-010798
FANG,"Diamondback Energy, Inc.",2019-03-08,2019-03-12,2019-03-13,2019-06-13,-0.0194,0.0295,-0.0489,505373,1,0001539838-19-000032
D,DOMINION ENERGY INC /VA/,2019-03-13,2019-03-13,2019-03-14,2019-06-14,0.0060,0.0296,-0.0236,500031,1,0001225208-19-005205
FIS,"Fidelity National Information Services, Inc.",2019-03-21,2019-03-21,2019-03-22,2019-06-24,0.1162,0.0353,0.0808,544142,1,0001127602-19-012656
LIN,LINDE PLC,2019-03-22,2019-03-27,2019-03-28,2019-06-28,0.1731,0.0440,0.1291,1136256,1,0001707925-19-000028
COST,COSTCO WHOLESALE CORP /NEW,2019-04-01,2019-04-02,2019-04-03,2019-07-03,0.1000,0.0348,0.0652,727950,1,0001209191-19-022699
KMI,"KINDER MORGAN, INC.",2019-04-09,2019-04-10,2019-04-11,2019-07-11,0.0851,0.0281,0.0570,3454500,1,0001506307-19-000069
JPM,JPMORGAN CHASE & CO,2019-04-16,2019-04-17,2019-04-18,2019-07-18,0.0018,0.0272,-0.0254,1998360,1,0001225208-19-006914
CCI,CROWN CASTLE INTERNATIONAL CORP,2019-04-24,2019-04-25,2019-04-26,2019-07-26,0.0614,0.0322,0.0291,2247154,1,0001051470-19-000112
ADM,ARCHER DANIELS MIDLAND CO,2019-04-29,2019-04-29,2019-04-30,2019-07-30,-0.0527,0.0295,-0.0821,1000691,1,0001225208-19-007257
BIIB,BIOGEN INC.,2019-04-30,2019-05-02,2019-05-03,2019-08-05,0.0326,0.0060,0.0265,27211824,1,0001127602-19-017009
UNH,UNITEDHEALTH GROUP INC,2019-05-01,2019-05-03,2019-05-06,2019-08-06,0.0826,-0.0315,0.1141,1499540,1,0001209191-19-027375
JBHT,HUNT J B TRANSPORT SERVICES INC,2019-05-03,2019-05-06,2019-05-07,2019-08-07,0.0137,-0.0150,0.0287,708850,1,0001562180-19-002582
MGM,MGM Resorts International,2019-05-08,2019-05-10,2019-05-13,2019-08-13,0.1422,-0.0027,0.1448,20320000,1,0001127602-19-018172
AES,AES CORP,2019-05-09,2019-05-13,2019-05-14,2019-08-14,-0.0691,0.0344,-0.1035,41581020,1,0001418812-19-000028
AMG,"AFFILIATED MANAGERS GROUP, INC.",2019-05-10,2019-05-13,2019-05-14,2019-08-14,-0.1513,0.0344,-0.1857,1025090,1,0001410578-19-000248
HIG,HARTFORD FINANCIAL SERVICES GROUP INC/DE,2019-05-09,2019-05-13,2019-05-14,2019-08-14,0.1207,0.0344,0.0863,521900,1,0001223203-19-000039
KMI,"KINDER MORGAN, INC.",2019-05-10,2019-05-13,2019-05-14,2019-08-14,0.0336,0.0344,-0.0008,3449641,1,0001506307-19-000092
COTY,COTY INC.,2019-05-10,2019-05-14,2019-05-15,2019-08-15,-0.2107,-0.0059,-0.2049,54509341,1,0001024305-19-000056
FLR,FLUOR CORP,2019-05-13,2019-05-14,2019-05-15,2019-08-15,-0.4010,-0.0059,-0.3951,501870,1,0001209191-19-029573
GEN,SYMANTEC CORP,2019-05-14,2019-05-16,2019-05-17,2019-08-19,0.2028,0.0007,0.2022,39171500,1,0000921895-19-001520
UNP,UNION PACIFIC CORP,2019-05-20,2019-05-22,2019-05-23,2019-08-23,-0.0372,0.0190,-0.0562,870300,1,0000100885-19-000142
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,2019-05-21,2019-05-22,2019-05-23,2019-08-23,0.0471,0.0190,0.0281,652600,1,0001209191-19-031989
XRAY,DENTSPLY SIRONA Inc.,2019-05-23,2019-05-23,2019-05-24,2019-08-26,-0.0386,0.0042,-0.0428,536000,1,0001127602-19-019709
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2019-05-23,2019-05-24,2019-05-28,2019-08-28,-0.0345,0.0058,-0.0404,1160710,1,0001209191-19-032631
MDT,Medtronic plc,2019-05-24,2019-05-28,2019-05-29,2019-08-29,0.1958,0.0252,0.1706,1007160,1,0001127602-19-020054
LOW,LOWES COMPANIES INC,2019-05-24,2019-05-29,2019-05-30,2019-08-30,0.2132,0.0463,0.1670,950500,1,0000060667-19-000078
WBD,"Discovery, Inc.",2019-05-28,2019-05-30,2019-05-31,2019-09-03,0.0055,0.0470,-0.0415,1001969,1,0001209191-19-033462
CPRI,Capri Holdings Ltd,2019-05-31,2019-06-03,2019-06-04,2019-09-04,-0.2464,0.0455,-0.2919,20032034,1,0001530721-19-000026
AAL,American Airlines Group Inc.,2019-06-04,2019-06-04,2019-06-05,2019-09-05,-0.0744,0.0338,-0.1082,1404500,1,0001225208-19-008796
FCX,FREEPORT-MCMORAN INC,2019-06-06,2019-06-06,2019-06-07,2019-09-09,-0.0791,0.0387,-0.1178,1744080,1,0001209191-19-035308
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2019-06-10,2019-06-10,2019-06-11,2019-09-11,-0.0277,0.0385,-0.0662,1803699,1,0001567619-19-013187
CSCO,"CISCO SYSTEMS, INC.",2019-06-07,2019-06-11,2019-06-12,2019-09-12,-0.0973,0.0474,-0.1446,557400,1,0001567619-19-013224
MAC,MACERICH CO,2019-06-10,2019-06-12,2019-06-13,2019-09-13,-0.0339,0.0501,-0.0840,700300,1,0001209191-19-036522
MGM,MGM Resorts International,2019-06-10,2019-06-12,2019-06-13,2019-09-13,0.0565,0.0501,0.0064,17665266,1,0000899243-19-016656
MPC,Marathon Petroleum Corp,2019-06-11,2019-06-13,2019-06-14,2019-09-16,0.1348,0.0438,0.0910,601750,1,0001209191-19-036594
CCL,CARNIVAL CORP,2019-06-25,2019-06-27,2019-06-28,2019-09-30,-0.0371,0.0199,-0.0570,997258,1,0001127602-19-022875
ABBV,AbbVie Inc.,2019-06-26,2019-06-28,2019-07-01,2019-10-01,0.0483,0.0157,0.0325,776250,1,0001179110-19-008214
CAG,CONAGRA BRANDS INC.,2019-06-28,2019-07-02,2019-07-03,2019-10-03,0.0555,-0.0246,0.0801,668250,1,0000899243-19-018902
BNY,Bank of New York Mellon Corp,2019-07-18,2019-07-22,2019-07-23,2019-10-23,0.0025,0.0138,-0.0113,509956,1,0001209191-19-042884
URI,"UNITED RENTALS, INC.",2019-07-22,2019-07-23,2019-07-24,2019-10-24,0.1047,0.0075,0.0972,591350,1,0001209191-19-042972
CCI,CROWN CASTLE INTERNATIONAL CORP,2019-07-23,2019-07-25,2019-07-26,2019-10-28,0.0933,0.0120,0.0814,2075422,1,0001051470-19-000144
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2019-07-26,2019-07-26,2019-07-29,2019-10-29,-0.0772,0.0087,-0.0859,4543200,1,0001225208-19-010527
ABBV,AbbVie Inc.,2019-07-30,2019-07-31,2019-08-01,2019-11-01,0.2132,0.0186,0.1945,663500,1,0001179110-19-008938
F,FORD MOTOR CO,2019-08-01,2019-08-05,2019-08-06,2019-11-06,-0.0235,0.0868,-0.1103,7997549,1,0001209191-19-044451
ALGN,ALIGN TECHNOLOGY INC,2019-08-02,2019-08-06,2019-08-07,2019-11-07,0.3857,0.0741,0.3116,998151,1,0001233163-19-000002
DOW,DOW INC.,2019-08-02,2019-08-06,2019-08-07,2019-11-07,0.2667,0.0741,0.1925,690000,1,0001225208-19-010924
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2019-08-05,2019-08-06,2019-08-07,2019-11-07,-0.1262,0.0741,-0.2003,753300,1,0001567619-19-015900
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2019-08-05,2019-08-07,2019-08-08,2019-11-08,-0.0686,0.0743,-0.1430,1992732,1,0001209191-19-044971
JPM,JPMORGAN CHASE & CO,2019-08-08,2019-08-08,2019-08-09,2019-11-11,0.1947,0.0567,0.1380,2000362,1,0001225208-19-011097
CVX,CHEVRON CORP,2019-08-07,2019-08-09,2019-08-12,2019-11-12,-0.0038,0.0638,-0.0676,502095,1,0001127602-19-026330
MAC,MACERICH CO,2019-08-07,2019-08-09,2019-08-12,2019-11-12,-0.0502,0.0638,-0.1140,560990,1,0001209191-19-045381
NFLX,NETFLIX INC,2019-08-08,2019-08-09,2019-08-12,2019-11-12,-0.0332,0.0638,-0.0970,2004926,1,0001065280-19-000296
LMT,LOCKHEED MARTIN CORP,2019-08-09,2019-08-12,2019-08-13,2019-11-13,0.0269,0.0788,-0.0519,509537,1,0001225208-19-011220
GE,GENERAL ELECTRIC CO,2019-08-12,2019-08-13,2019-08-14,2019-11-14,0.2113,0.0650,0.1463,2998423,1,0001231205-19-000160
AES,AES CORP,2019-08-12,2019-08-14,2019-08-15,2019-11-15,0.2415,0.1004,0.1411,3050000,1,0001418812-19-000057
CPRI,Capri Holdings Ltd,2019-08-15,2019-08-15,2019-08-16,2019-11-18,0.3259,0.1073,0.2186,9975719,1,0001530721-19-000070
GEN,SYMANTEC CORP,2019-08-13,2019-08-15,2019-08-16,2019-11-18,0.0676,0.1073,-0.0396,120846284,1,0000921895-19-002259
UAL,"United Airlines Holdings, Inc.",2019-08-14,2019-08-16,2019-08-19,2019-11-19,0.1084,0.0897,0.0187,820000,1,0000899243-19-021987
MHK,MOHAWK INDUSTRIES INC,2019-08-15,2019-08-20,2019-08-21,2019-11-21,0.1882,0.0817,0.1065,1374750,1,0000851968-19-000073
KMI,"KINDER MORGAN, INC.",2019-08-23,2019-08-26,2019-08-27,2019-11-27,-0.0026,0.1037,-0.1063,7980000,1,0001506307-19-000146
PVH,PVH CORP. /DE/,2019-09-03,2019-09-03,2019-09-04,2019-12-04,0.1918,0.0718,0.1200,9985293,1,0001243776-19-000005
COTY,COTY INC.,2019-08-30,2019-09-04,2019-09-05,2019-12-05,0.1990,0.0677,0.1313,9978801,1,0001024305-19-000099
CTVA,"Corteva, Inc.",2019-08-30,2019-09-04,2019-09-05,2019-12-05,-0.1268,0.0677,-0.1945,551790,1,0001209191-19-048257
CI,Cigna Corp,2019-09-09,2019-09-09,2019-09-10,2019-12-10,0.2050,0.0528,0.1522,5044422,1,0001225208-19-012228
PRU,PRUDENTIAL FINANCIAL INC,2019-09-09,2019-09-10,2019-09-11,2019-12-11,0.0666,0.0459,0.0207,627600,1,0001127602-19-028138
AMG,"AFFILIATED MANAGERS GROUP, INC.",2019-09-12,2019-09-16,2019-09-17,2019-12-17,-0.0237,0.0534,-0.0771,584906,1,0001127602-19-028365
KHC,Kraft Heinz Co,2019-09-16,2019-09-16,2019-09-17,2019-12-17,0.1258,0.0534,0.0725,99999986,1,0001637459-19-000078
D,DOMINION ENERGY INC /VA/,2019-09-13,2019-09-17,2019-09-18,2019-12-18,0.0425,0.0529,-0.0104,1687390,1,0001225208-19-012630
ABBV,AbbVie Inc.,2019-09-16,2019-09-18,2019-09-19,2019-12-19,0.2743,0.0557,0.2186,1760500,1,0001179110-19-010451
ULTA,"Ulta Beauty, Inc.",2019-09-26,2019-09-30,2019-10-01,2020-01-02,0.0034,0.0763,-0.0728,58894154,1,0001567619-19-018892
JPM,JPMORGAN CHASE & CO,2019-10-23,2019-10-24,2019-10-25,2020-01-27,0.0489,0.0757,-0.0268,1994400,1,0001225208-19-013780
LLY,LILLY ELI & CO,2019-10-25,2019-10-25,2019-10-28,2020-01-28,0.2610,0.0550,0.2060,500174,1,0000059478-19-000282
KMI,"KINDER MORGAN, INC.",2019-10-29,2019-10-30,2019-10-31,2020-01-31,0.0639,0.0581,0.0059,6051000,1,0001506307-19-000161
FDX,FEDEX CORP,2019-10-31,2019-11-01,2019-11-04,2020-02-04,-0.0804,0.0380,-0.1185,1541250,1,0001127602-19-031562
MCD,MCDONALDS CORP,2019-11-06,2019-11-06,2019-11-07,2020-02-07,0.0930,0.0631,0.0299,500030,1,0001567619-19-020520
MGM,MGM Resorts International,2019-11-04,2019-11-06,2019-11-07,2020-02-07,0.0381,0.0631,-0.0250,2324970,1,0000899243-19-026780
CCI,CROWN CASTLE INTERNATIONAL CORP,2019-11-12,2019-11-13,2019-11-14,2020-02-14,0.2589,0.0700,0.1889,1423663,1,0001051470-19-000181
INTC,INTEL CORP,2019-11-15,2019-11-18,2019-11-19,2020-02-19,0.1409,0.0575,0.0833,5012314,1,0001127602-19-033015
WBD,"Discovery, Inc.",2019-11-14,2019-11-18,2019-11-19,2020-02-19,-0.0194,0.0575,-0.0769,74840100,1,0001209191-19-056842
NOW,"ServiceNow, Inc.",2019-11-25,2019-11-26,2019-11-27,2020-02-27,0.1581,-0.0327,0.1907,1004148,1,0001373715-19-000313
EXPE,"Expedia Group, Inc.",2019-11-25,2019-11-27,2019-11-29,2020-03-02,-0.0412,-0.0856,0.0444,1976600,1,0001225208-19-015012
CI,Cigna Corp,2019-12-03,2019-12-05,2019-12-06,2020-03-06,-0.0167,-0.0633,0.0466,1993190,1,0001225208-19-015303
MDT,Medtronic plc,2019-12-06,2019-12-09,2019-12-10,2020-03-10,-0.1410,-0.1699,0.0288,566450,1,0001127602-19-034597
JNJ,JOHNSON & JOHNSON,2019-12-13,2019-12-16,2019-12-17,2020-03-17,-0.0953,-0.3161,0.2207,706400,1,0001225208-19-015852
KMI,"KINDER MORGAN, INC.",2019-12-13,2019-12-16,2019-12-17,2020-03-17,-0.3668,-0.3161,-0.0507,1200827,1,0001506307-19-000172
FDX,FEDEX CORP,2019-12-20,2019-12-20,2019-12-23,2020-03-23,-0.2545,-0.3598,0.1053,1482200,1,0001127602-19-035655
CAG,CONAGRA BRANDS INC.,2019-12-31,2020-01-03,2020-01-06,2020-04-06,-0.0627,-0.3098,0.2471,1359489,1,0001209191-20-000898
LW,"Lamb Weston Holdings, Inc.",2020-01-08,2020-01-08,2020-01-09,2020-04-09,-0.3599,-0.2100,-0.1499,1656180,1,0001179110-20-000419
JPM,JPMORGAN CHASE & CO,2020-01-15,2020-01-16,2020-01-17,2020-04-17,-0.3242,-0.2391,-0.0851,1991294,1,0001225208-20-000846
FAST,FASTENAL CO,2020-01-23,2020-01-24,2020-01-27,2020-04-27,0.0480,-0.2100,0.2580,640260,1,0001179110-20-000739
FCX,FREEPORT-MCMORAN INC,2020-01-28,2020-01-29,2020-01-30,2020-04-30,-0.1895,-0.1400,-0.0495,503550,1,0001246360-20-000300
ELV,"Anthem, Inc.",2020-01-30,2020-01-31,2020-02-03,2020-05-04,0.0109,-0.1769,0.1877,2004152,1,0001127602-20-002815
INTC,INTEL CORP,2020-02-03,2020-02-05,2020-02-06,2020-05-06,-0.1178,-0.2006,0.0828,999152,1,0001127602-20-003819
T,AT&T INC.,2020-02-04,2020-02-05,2020-02-06,2020-05-06,-0.1939,-0.2006,0.0067,3760000,1,0001127602-20-003806
NEE,NEXTERA ENERGY INC,2020-02-19,2020-02-19,2020-02-20,2020-05-20,-0.1538,-0.1915,0.0377,826500,1,0000753308-20-000073
MDT,Medtronic plc,2020-02-20,2020-02-24,2020-02-25,2020-05-26,-0.1202,-0.1451,0.0250,997087,1,0001127602-20-007086
MS,MORGAN STANLEY,2020-02-21,2020-02-24,2020-02-25,2020-05-26,-0.1549,-0.1451,-0.0098,2650000,1,0001209191-20-011942
AAL,American Airlines Group Inc.,2020-02-24,2020-02-25,2020-02-26,2020-05-26,-0.5643,-0.1150,-0.4493,628500,1,0001225208-20-003468
KMI,"KINDER MORGAN, INC.",2020-02-26,2020-02-26,2020-02-27,2020-05-27,-0.1936,-0.0770,-0.1166,6216000,1,0001506307-20-000029
CTVA,"Corteva, Inc.",2020-02-27,2020-03-02,2020-03-03,2020-06-03,-0.0053,-0.0272,0.0218,981750,1,0001209191-20-014624
CVX,CHEVRON CORP,2020-02-28,2020-03-03,2020-03-04,2020-06-04,0.0190,0.0251,-0.0061,598958,1,0001127602-20-009176
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",2020-03-02,2020-03-03,2020-03-04,2020-06-04,-0.0573,0.0251,-0.0824,831680,1,0001209191-20-015612
HUM,HUMANA INC,2020-02-28,2020-03-03,2020-03-04,2020-06-04,0.0904,0.0251,0.0652,570629,1,0000049071-20-000050
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",2020-02-28,2020-03-03,2020-03-04,2020-06-04,-0.0486,0.0251,-0.0737,994835,1,0001209191-20-015042
VZ,VERIZON COMMUNICATIONS INC,2020-02-28,2020-03-03,2020-03-04,2020-06-04,0.0131,0.0251,-0.0120,1007321,1,0001611593-20-000042
GD,GENERAL DYNAMICS CORP,2020-03-03,2020-03-05,2020-03-06,2020-06-08,0.0386,0.0653,-0.0267,502341,1,0001209191-20-016522
NWL,NEWELL BRANDS INC.,2020-03-03,2020-03-05,2020-03-06,2020-06-08,0.2192,0.0653,0.1539,5123280,1,0000814453-20-000083
FCX,FREEPORT-MCMORAN INC,2020-03-05,2020-03-09,2020-03-10,2020-06-10,0.2762,0.1928,0.0835,2505000,1,0001209191-20-017113
LIN,LINDE PLC,2020-03-09,2020-03-09,2020-03-10,2020-06-10,0.2327,0.1928,0.0400,527790,1,0001707925-20-000031
LNC,LINCOLN NATIONAL CORP,2020-03-06,2020-03-09,2020-03-10,2020-06-10,0.3375,0.1928,0.1448,992029,1,0001214659-20-002403
LOW,LOWES COMPANIES INC,2020-03-06,2020-03-10,2020-03-11,2020-06-11,0.2755,0.1131,0.1624,1038600,1,0000060667-20-000031
WMB,"WILLIAMS COMPANIES, INC.",2020-03-09,2020-03-10,2020-03-11,2020-06-11,0.2299,0.1131,0.1168,502590,1,0001209191-20-017895
HD,"HOME DEPOT, INC.",2020-03-09,2020-03-11,2020-03-12,2020-06-12,0.2513,0.0995,0.1519,1000151,1,0001209191-20-018142
RJF,RAYMOND JAMES FINANCIAL INC,2020-03-09,2020-03-11,2020-03-12,2020-06-12,0.1905,0.0995,0.0910,820247,1,0001225208-20-004812
LYV,"Live Nation Entertainment, Inc.",2020-03-12,2020-03-12,2020-03-13,2020-06-15,0.1172,0.2552,-0.1381,999837,1,0001335258-20-000047
OKE,ONEOK INC /NEW/,2020-03-10,2020-03-12,2020-03-13,2020-06-15,0.0785,0.2552,-0.1767,997983,1,0001043333-20-000010
PFG,PRINCIPAL FINANCIAL GROUP INC,2020-03-10,2020-03-12,2020-03-13,2020-06-15,0.2103,0.2552,-0.0450,999823,1,0001126328-20-000095
TDG,TransDigm Group INC,2020-03-10,2020-03-12,2020-03-13,2020-06-15,-0.0283,0.2552,-0.2836,167794964,1,0000919574-20-002398
MHK,MOHAWK INDUSTRIES INC,2020-03-11,2020-03-13,2020-03-16,2020-06-16,0.1835,0.1699,0.0136,20637740,1,0000851968-20-000035
VLO,VALERO ENERGY CORP/TX,2020-03-12,2020-03-13,2020-03-16,2020-06-16,0.5749,0.1699,0.4050,2128950,1,0001035002-20-000009
AMCR,Amcor plc,2020-03-16,2020-03-16,2020-03-17,2020-06-17,0.6992,0.3684,0.3309,532000,1,0001179110-20-003719
AZO,AUTOZONE INC,2020-03-16,2020-03-16,2020-03-17,2020-06-17,0.3153,0.3684,-0.0531,1772000,1,0001225208-20-005143
DOW,DOW INC.,2020-03-12,2020-03-16,2020-03-17,2020-06-17,0.6932,0.3684,0.3248,503274,1,0001225208-20-005123
FITB,FIFTH THIRD BANCORP,2020-03-13,2020-03-16,2020-03-17,2020-06-17,0.5787,0.3684,0.2103,993720,1,0000899243-20-008458
HAL,HALLIBURTON CO,2020-03-13,2020-03-16,2020-03-17,2020-06-17,1.2024,0.3684,0.8340,1056073,1,0000045012-20-000041
WFC,WELLS FARGO & COMPANY/MN,2020-03-13,2020-03-16,2020-03-17,2020-06-17,0.0524,0.3684,-0.3159,590600,1,0001127602-20-010732
SPG,SIMON PROPERTY GROUP INC /DE/,2020-03-17,2020-03-17,2020-03-18,2020-06-18,0.2846,0.2915,-0.0070,9124500,1,0001179110-20-003851
XOM,EXXON MOBIL CORP,2020-03-18,2020-03-18,2020-03-19,2020-06-19,0.4573,0.4010,0.0563,1092300,1,0001127602-20-011270
FDX,FEDEX CORP,2020-03-20,2020-03-20,2020-03-23,2020-06-23,0.2489,0.4184,-0.1696,560200,1,0001127602-20-011636
